Емельяновой Христине
Михееву Андрею
Шамраям Давиду
Скачкам Сергею
Попцову Тарасу
Черноусову Луке
Позднякову Виссариону
Шпагиной Веронике
Куприянову Леону
Хреновому Добрыне
Стрельцам Климу
Иваненко Марку
Юргановой Ольге
Трофимовой Сабине
Рыбкину Александру
Скрипкинам Платону
Кондратьеву Цезарю
Шрамкой Мальвине
Серову Алану
Чебурашкиной Джульетте
Чудаковой Диане
Терещенко Ангелине
Зелениной Виктории
Кашину Степану
Ткаченко Олегу
Шрамкому Брониславу
Хмелевшему Семёну
Топоровой Иветте
Никонам Евгению
Позднякову Макару
Храмовой Марии
Макеевой Капитолине
Золотарёву Валерию
Волкову Сергею
Цытовичу Лику
Скибинам Даниилу
Ширяевой Кристине
Храмам Льву
Ясенецкому Аркадию
Овсянникову Ростиславу
Пыжовой Наталье
Королевам Вацлаву
Козыреву Макару
Цытович Максиму
Калашникову Добрыне
Одинцовой Ираиде
Поздняковой Авроре
Юнкерам Льву
Тынянам Игорю
Эрлихам Марату
Соснине Людмиле
Емельянову Виталию
Садикам Егору
Шокинам Аристарху
Фомичёву Кузьме
Сёмину Назару
Толстому Фоме
Фетисовой Инне
Гаврилам Луке
Борисенко Руслану
Смолякам Вениамину
Чмутам Роберту
Солнцеву Аркадию
Яшину Юлиану
Прозоровой Дануте
Шабашву Цезарю
Кириллам Арсению
Лупановой Франсуазе
Платоновой Виктории
Чумакову Лилии
Штильу Матильде
Чудаковой Ксении
Шугаевой Виктории
Турбине Лукерье
Ханину Ленину
Зайцевой Цецилии
Сергееву Святославу
Щелкановой Ольге
Чапаевой Рузанне
Сотникам Оресту
Шпакам Леониду
Сазанам Всеволоду
Худякову Эльдару
